lead_id,lead_name,lead_source,status,created_date,customer_id
2681,Lead_2681,Website,New,2024-08-21,446
2682,Lead_2682,Cold Call,Contacted,2024-01-14,309
2683,Lead_2683,Website,Qualified,2024-12-24,385
2684,Lead_2684,LinkedIn,Qualified,2024-08-19,317
2685,Lead_2685,Cold Call,Lost,2024-12-04,97
2686,Lead_2686,Website,Qualified,2024-01-09,325
2687,Lead_2687,Referral,New,2024-06-15,348
2688,Lead_2688,Cold Call,Contacted,2024-11-06,249
2689,Lead_2689,Cold Call,New,2024-06-27,220
2690,Lead_2690,Cold Call,New,2024-07-16,151
2691,Lead_2691,Email Campaign,Contacted,2024-12-30,74
2692,Lead_2692,Email Campaign,New,2024-03-06,255
2693,Lead_2693,Website,Qualified,2024-12-10,281
2694,Lead_2694,Cold Call,Contacted,2024-08-16,489
2695,Lead_2695,Website,Lost,2024-12-05,277
2696,Lead_2696,LinkedIn,Contacted,2024-04-18,88
2697,Lead_2697,Website,New,2024-08-10,367
2698,Lead_2698,Website,Contacted,2024-06-16,463
2699,Lead_2699,Cold Call,Qualified,2024-04-22,369
2700,Lead_2700,Referral,Lost,2024-12-09,64
2701,Lead_2701,LinkedIn,Lost,2024-02-16,408
2702,Lead_2702,Referral,Contacted,2024-10-21,393
2703,Lead_2703,Email Campaign,New,2024-11-25,176
2704,Lead_2704,Cold Call,Lost,2024-11-30,329
2705,Lead_2705,Email Campaign,Lost,2024-04-29,115
2706,Lead_2706,Referral,New,2024-05-28,45
2707,Lead_2707,Website,New,2024-06-23,380
2708,Lead_2708,Email Campaign,Contacted,2024-02-29,294
2709,Lead_2709,Referral,Contacted,2024-06-09,489
2710,Lead_2710,Cold Call,New,2024-06-08,32
2711,Lead_2711,Email Campaign,Contacted,2024-07-17,217
2712,Lead_2712,Referral,Qualified,2024-12-13,479
2713,Lead_2713,LinkedIn,Contacted,2024-02-24,203
2714,Lead_2714,Website,Lost,2024-06-10,75
2715,Lead_2715,Referral,Contacted,2024-09-12,349
2716,Lead_2716,Cold Call,Contacted,2024-11-03,146
2717,Lead_2717,LinkedIn,New,2024-11-02,164
2718,Lead_2718,Referral,New,2024-05-20,435
2719,Lead_2719,Email Campaign,Lost,2024-11-19,425
2720,Lead_2720,LinkedIn,Lost,2024-05-29,361
2721,Lead_2721,Cold Call,New,2024-06-19,79
2722,Lead_2722,LinkedIn,Contacted,2024-12-24,377
2723,Lead_2723,Website,Contacted,2024-09-06,373
2724,Lead_2724,Cold Call,Qualified,2024-12-03,468
2725,Lead_2725,LinkedIn,New,2024-10-07,201
2726,Lead_2726,Referral,Lost,2024-12-13,243
2727,Lead_2727,Referral,Lost,2024-07-19,37
2728,Lead_2728,Email Campaign,Qualified,2024-05-24,357
2729,Lead_2729,LinkedIn,Lost,2024-02-19,68
2730,Lead_2730,Referral,New,2024-12-29,156
2731,Lead_2731,Cold Call,Contacted,2024-10-22,71
2732,Lead_2732,Cold Call,Lost,2024-05-29,460
2733,Lead_2733,LinkedIn,Contacted,2024-04-21,412
2734,Lead_2734,LinkedIn,New,2024-07-04,372
2735,Lead_2735,Email Campaign,New,2024-12-13,403
2736,Lead_2736,LinkedIn,Lost,2024-08-06,348
2737,Lead_2737,LinkedIn,New,2024-02-19,183
2738,Lead_2738,Cold Call,Contacted,2024-01-27,61
2739,Lead_2739,Email Campaign,Qualified,2024-10-30,223
2740,Lead_2740,LinkedIn,Lost,2024-05-05,18
2741,Lead_2741,Website,Contacted,2024-07-22,251
2742,Lead_2742,Referral,Contacted,2024-11-30,382
2743,Lead_2743,Cold Call,New,2024-08-25,443
2744,Lead_2744,Cold Call,Qualified,2024-11-19,335
2745,Lead_2745,Cold Call,Qualified,2024-01-06,62
2746,Lead_2746,Website,New,2024-03-03,251
2747,Lead_2747,Email Campaign,Contacted,2024-01-12,301
2748,Lead_2748,Email Campaign,Lost,2024-05-20,356
2749,Lead_2749,Website,Contacted,2024-07-15,248
2750,Lead_2750,Cold Call,Qualified,2024-10-19,65
2751,Lead_2751,Website,Qualified,2024-02-02,366
2752,Lead_2752,Email Campaign,Contacted,2024-07-26,417
2753,Lead_2753,Website,Lost,2024-10-11,419
2754,Lead_2754,Email Campaign,Lost,2024-02-02,266
2755,Lead_2755,Email Campaign,New,2024-04-16,495
2756,Lead_2756,Website,Contacted,2024-11-02,356
2757,Lead_2757,LinkedIn,New,2024-10-11,229
2758,Lead_2758,Referral,New,2024-01-21,66
2759,Lead_2759,Email Campaign,Contacted,2024-11-30,83
2760,Lead_2760,Website,Qualified,2024-01-18,44
2761,Lead_2761,Website,Qualified,2024-07-05,495
2762,Lead_2762,Email Campaign,Contacted,2024-08-04,484
2763,Lead_2763,Website,Contacted,2024-06-02,24
2764,Lead_2764,Email Campaign,Qualified,2024-12-03,274
2765,Lead_2765,Cold Call,Contacted,2024-10-22,252
2766,Lead_2766,Referral,Qualified,2024-11-06,276
2767,Lead_2767,Email Campaign,Contacted,2024-12-18,51
2768,Lead_2768,Website,Contacted,2024-01-19,97
2769,Lead_2769,LinkedIn,Qualified,2024-04-20,491
2770,Lead_2770,LinkedIn,Contacted,2024-10-29,184
2771,Lead_2771,Referral,Contacted,2024-11-14,217
2772,Lead_2772,Website,Qualified,2024-05-13,196
2773,Lead_2773,LinkedIn,Lost,2024-08-21,43
2774,Lead_2774,Referral,Lost,2024-12-21,74
2775,Lead_2775,Email Campaign,Contacted,2024-02-06,323
2776,Lead_2776,Referral,Contacted,2024-12-31,191
2777,Lead_2777,Email Campaign,Contacted,2024-08-02,421
2778,Lead_2778,LinkedIn,Qualified,2024-08-10,195
2779,Lead_2779,Website,Contacted,2024-02-09,139
2780,Lead_2780,Website,New,2024-12-16,281
2781,Lead_2781,Cold Call,New,2024-06-17,328
2782,Lead_2782,Website,Qualified,2024-06-19,399
2783,Lead_2783,Referral,Contacted,2024-04-25,141
2784,Lead_2784,Website,New,2024-07-12,497
2785,Lead_2785,LinkedIn,Lost,2024-02-23,401
2786,Lead_2786,Website,Contacted,2024-09-26,373
2787,Lead_2787,Referral,Lost,2024-02-18,271
2788,Lead_2788,Referral,Qualified,2024-10-09,139
2789,Lead_2789,Email Campaign,New,2024-01-25,88
2790,Lead_2790,Referral,Lost,2024-04-02,177
2791,Lead_2791,Email Campaign,Lost,2024-09-01,304
2792,Lead_2792,LinkedIn,Qualified,2024-01-05,352
2793,Lead_2793,Email Campaign,Contacted,2024-12-02,65
2794,Lead_2794,LinkedIn,Lost,2024-10-17,377
2795,Lead_2795,Referral,New,2024-11-23,499
2796,Lead_2796,Referral,Contacted,2024-12-13,312
2797,Lead_2797,Cold Call,Lost,2024-04-03,225
2798,Lead_2798,Referral,Lost,2024-09-14,147
2799,Lead_2799,Referral,Lost,2024-09-23,483
2800,Lead_2800,LinkedIn,Qualified,2024-11-21,440
2801,Lead_2801,Website,Qualified,2024-07-27,395
2802,Lead_2802,Referral,New,2024-11-20,41
2803,Lead_2803,Website,Contacted,2024-02-17,85
2804,Lead_2804,Email Campaign,New,2024-02-13,381
2805,Lead_2805,Referral,Lost,2024-01-06,493
2806,Lead_2806,Cold Call,Contacted,2024-09-02,255
2807,Lead_2807,Email Campaign,New,2024-07-26,8
2808,Lead_2808,Email Campaign,Contacted,2024-01-04,366
2809,Lead_2809,Cold Call,Qualified,2024-05-05,379
2810,Lead_2810,Email Campaign,New,2024-11-06,230
2811,Lead_2811,LinkedIn,Contacted,2024-03-30,39
2812,Lead_2812,Referral,Contacted,2024-09-20,181
2813,Lead_2813,Website,Lost,2024-09-10,195
2814,Lead_2814,LinkedIn,Qualified,2024-02-27,174
2815,Lead_2815,LinkedIn,New,2024-05-28,154
2816,Lead_2816,Cold Call,Qualified,2024-05-15,110
2817,Lead_2817,Website,Lost,2024-04-21,473
2818,Lead_2818,Referral,New,2024-08-25,457
2819,Lead_2819,Email Campaign,Lost,2024-01-30,183
2820,Lead_2820,Website,Lost,2024-06-17,153
2821,Lead_2821,Referral,New,2024-01-03,180
2822,Lead_2822,LinkedIn,Lost,2024-06-30,5
2823,Lead_2823,Website,Lost,2024-09-08,102
2824,Lead_2824,Website,Contacted,2024-07-29,64
2825,Lead_2825,Cold Call,New,2024-03-20,394
2826,Lead_2826,Referral,Contacted,2024-08-28,203
2827,Lead_2827,Referral,Qualified,2024-07-05,220
2828,Lead_2828,LinkedIn,Qualified,2024-02-25,225
2829,Lead_2829,Cold Call,Contacted,2024-03-12,182
2830,Lead_2830,Cold Call,New,2024-07-02,453
2831,Lead_2831,LinkedIn,New,2024-04-07,146
2832,Lead_2832,Website,Contacted,2024-07-21,216
2833,Lead_2833,Referral,New,2024-03-23,342
2834,Lead_2834,LinkedIn,Lost,2024-12-06,137
2835,Lead_2835,Website,Lost,2024-09-07,282
2836,Lead_2836,Cold Call,Contacted,2024-06-15,385
2837,Lead_2837,Cold Call,Lost,2024-03-08,57
2838,Lead_2838,Website,New,2024-03-05,80
2839,Lead_2839,Referral,New,2024-12-16,122
2840,Lead_2840,Website,Qualified,2024-08-07,500
2841,Lead_2841,Email Campaign,New,2024-08-10,246
2842,Lead_2842,Referral,Qualified,2024-09-05,43
2843,Lead_2843,Cold Call,Contacted,2024-11-12,79
2844,Lead_2844,Email Campaign,Contacted,2024-05-07,144
2845,Lead_2845,Website,Qualified,2024-12-24,127
2846,Lead_2846,Cold Call,Contacted,2024-08-30,362
2847,Lead_2847,Website,Contacted,2024-04-06,438
2848,Lead_2848,Email Campaign,Contacted,2024-04-27,62
2849,Lead_2849,LinkedIn,Lost,2024-01-20,141
2850,Lead_2850,LinkedIn,Contacted,2024-08-06,10
2851,Lead_2851,Email Campaign,Contacted,2024-02-16,443
2852,Lead_2852,Website,Lost,2024-07-27,269
2853,Lead_2853,Referral,Contacted,2024-04-23,173
2854,Lead_2854,Cold Call,Lost,2024-02-01,262
2855,Lead_2855,Cold Call,New,2024-06-04,57
2856,Lead_2856,Referral,Qualified,2024-05-23,483
2857,Lead_2857,Referral,Lost,2024-05-06,164
2858,Lead_2858,Website,Contacted,2024-01-21,1
2859,Lead_2859,Website,Qualified,2024-04-18,147
2860,Lead_2860,Cold Call,Qualified,2024-11-06,52
2861,Lead_2861,Cold Call,Contacted,2024-05-09,486
2862,Lead_2862,Cold Call,Qualified,2024-06-20,156
2863,Lead_2863,Website,New,2024-12-08,7
2864,Lead_2864,Email Campaign,Contacted,2024-06-18,185
2865,Lead_2865,Referral,Qualified,2024-05-01,333
2866,Lead_2866,Referral,Contacted,2024-10-26,197
2867,Lead_2867,Website,New,2024-03-07,323
2868,Lead_2868,Email Campaign,New,2024-01-22,301
2869,Lead_2869,LinkedIn,Contacted,2024-12-26,229
2870,Lead_2870,Website,New,2024-10-06,317
2871,Lead_2871,Referral,Qualified,2024-08-30,390
2872,Lead_2872,LinkedIn,Contacted,2024-01-23,66
2873,Lead_2873,LinkedIn,Lost,2024-10-08,365
2874,Lead_2874,Referral,Qualified,2024-07-06,230
2875,Lead_2875,Website,Lost,2024-02-04,248
2876,Lead_2876,Cold Call,New,2024-03-26,307
2877,Lead_2877,Referral,Contacted,2024-05-28,24
2878,Lead_2878,Email Campaign,New,2024-12-21,98
2879,Lead_2879,Cold Call,Lost,2024-12-16,273
2880,Lead_2880,Email Campaign,New,2024-03-25,225
2881,Lead_2881,Email Campaign,Lost,2024-10-14,400
2882,Lead_2882,Cold Call,Lost,2024-11-06,140
2883,Lead_2883,LinkedIn,Contacted,2024-01-02,82
2884,Lead_2884,Email Campaign,Contacted,2024-10-30,357
2885,Lead_2885,Website,Lost,2024-09-14,363
2886,Lead_2886,Email Campaign,Qualified,2024-06-04,437
2887,Lead_2887,LinkedIn,Qualified,2024-12-28,138
2888,Lead_2888,Email Campaign,New,2024-03-28,115
2889,Lead_2889,Website,Contacted,2024-05-29,21
2890,Lead_2890,LinkedIn,Qualified,2024-03-09,139
2891,Lead_2891,Website,Contacted,2024-04-17,274
2892,Lead_2892,Website,New,2024-11-28,178
2893,Lead_2893,Email Campaign,Qualified,2024-06-15,43
2894,Lead_2894,Email Campaign,Qualified,2024-03-09,210
2895,Lead_2895,Email Campaign,Qualified,2024-06-15,30
2896,Lead_2896,Website,Qualified,2024-04-22,375
2897,Lead_2897,Referral,Contacted,2024-05-11,498
2898,Lead_2898,Website,New,2024-12-18,196
2899,Lead_2899,Referral,Contacted,2024-08-14,113
2900,Lead_2900,Referral,Qualified,2024-04-14,298
2901,Lead_2901,Cold Call,Contacted,2024-08-16,119
2902,Lead_2902,Cold Call,Qualified,2024-03-16,462
2903,Lead_2903,Cold Call,New,2024-09-10,93
2904,Lead_2904,Cold Call,Contacted,2024-03-31,97
2905,Lead_2905,Email Campaign,Lost,2024-04-02,332
2906,Lead_2906,Referral,New,2024-06-07,84
2907,Lead_2907,LinkedIn,Lost,2024-12-17,312
2908,Lead_2908,LinkedIn,New,2024-03-14,37
2909,Lead_2909,Cold Call,Contacted,2024-08-20,466
2910,Lead_2910,Cold Call,New,2024-09-26,71
2911,Lead_2911,Website,New,2024-07-12,197
2912,Lead_2912,Website,New,2024-01-07,391
2913,Lead_2913,Website,Contacted,2024-05-07,395
2914,Lead_2914,Website,Qualified,2024-03-14,481
2915,Lead_2915,Email Campaign,New,2024-01-05,491
2916,Lead_2916,Website,Qualified,2024-12-28,44
2917,Lead_2917,LinkedIn,Contacted,2024-09-02,389
2918,Lead_2918,Email Campaign,Lost,2024-03-24,158
2919,Lead_2919,Referral,Lost,2024-03-20,125
2920,Lead_2920,Website,Qualified,2024-11-17,279
2921,Lead_2921,Website,New,2024-01-23,53
2922,Lead_2922,Email Campaign,Qualified,2024-02-22,262
2923,Lead_2923,Cold Call,Contacted,2024-01-01,468
2924,Lead_2924,LinkedIn,New,2024-04-26,219
2925,Lead_2925,Cold Call,Contacted,2024-06-29,336
2926,Lead_2926,Referral,Contacted,2024-12-16,197
2927,Lead_2927,Website,Lost,2024-03-27,57
2928,Lead_2928,LinkedIn,New,2024-05-24,183
2929,Lead_2929,Website,Qualified,2024-03-01,185
2930,Lead_2930,Website,New,2024-11-05,78
2931,Lead_2931,LinkedIn,Lost,2024-09-28,172
2932,Lead_2932,Email Campaign,Contacted,2024-12-13,218
2933,Lead_2933,LinkedIn,Qualified,2024-11-15,419
2934,Lead_2934,Referral,Qualified,2024-02-23,139
2935,Lead_2935,Cold Call,Qualified,2024-05-15,416
2936,Lead_2936,Website,New,2024-03-17,399
2937,Lead_2937,LinkedIn,Qualified,2024-03-16,200
2938,Lead_2938,Cold Call,Lost,2024-02-04,58
2939,Lead_2939,Email Campaign,Lost,2024-05-22,75
2940,Lead_2940,Website,Qualified,2024-03-06,94
2941,Lead_2941,Cold Call,Qualified,2024-06-12,254
2942,Lead_2942,Cold Call,Lost,2024-12-21,499
2943,Lead_2943,Cold Call,Qualified,2024-03-11,411
2944,Lead_2944,LinkedIn,Lost,2024-08-02,282
2945,Lead_2945,Cold Call,Lost,2024-09-29,275
2946,Lead_2946,LinkedIn,Lost,2024-02-12,298
2947,Lead_2947,Cold Call,Contacted,2024-12-25,45
2948,Lead_2948,LinkedIn,Qualified,2024-01-02,105
2949,Lead_2949,Website,Qualified,2024-10-12,243
2950,Lead_2950,LinkedIn,New,2024-01-31,467
2951,Lead_2951,Referral,Qualified,2024-03-12,151
2952,Lead_2952,Cold Call,Contacted,2024-10-09,498
2953,Lead_2953,Cold Call,Contacted,2024-04-17,424
2954,Lead_2954,LinkedIn,New,2024-03-11,61
2955,Lead_2955,LinkedIn,Lost,2024-01-14,357
2956,Lead_2956,Cold Call,Qualified,2024-01-28,360
2957,Lead_2957,Website,New,2024-09-01,429
2958,Lead_2958,Email Campaign,Contacted,2024-01-16,76
2959,Lead_2959,Referral,Contacted,2024-02-10,126
2960,Lead_2960,Website,New,2024-10-18,426
2961,Lead_2961,Cold Call,Contacted,2024-04-03,241
2962,Lead_2962,LinkedIn,Qualified,2024-08-28,211
2963,Lead_2963,Referral,Lost,2024-11-26,356
2964,Lead_2964,Website,Qualified,2024-02-26,80
2965,Lead_2965,Website,New,2024-11-05,385
2966,Lead_2966,LinkedIn,Contacted,2024-01-06,203
2967,Lead_2967,Cold Call,Lost,2024-10-10,365
2968,Lead_2968,Referral,Qualified,2024-12-29,117
2969,Lead_2969,Cold Call,Contacted,2024-05-19,499
2970,Lead_2970,Website,Lost,2024-03-05,381
2971,Lead_2971,LinkedIn,Lost,2024-11-12,29
2972,Lead_2972,LinkedIn,Lost,2024-04-04,422
2973,Lead_2973,Email Campaign,New,2024-12-20,240
2974,Lead_2974,Cold Call,Qualified,2024-11-30,329
2975,Lead_2975,Cold Call,Lost,2024-03-25,28
2976,Lead_2976,Referral,Lost,2024-04-09,139
2977,Lead_2977,Website,New,2024-02-09,186
2978,Lead_2978,Email Campaign,Qualified,2024-01-15,123
2979,Lead_2979,Referral,Contacted,2024-10-04,55
2980,Lead_2980,Website,Contacted,2024-11-01,6
2981,Lead_2981,Referral,Contacted,2024-10-09,104
2982,Lead_2982,Website,Contacted,2024-05-17,44
2983,Lead_2983,Email Campaign,New,2024-10-15,405
2984,Lead_2984,Cold Call,New,2024-01-25,162
2985,Lead_2985,Website,Qualified,2024-01-05,183
2986,Lead_2986,Referral,Lost,2024-09-13,100
2987,Lead_2987,Referral,Lost,2024-07-01,499
2988,Lead_2988,LinkedIn,New,2024-06-18,209
2989,Lead_2989,Email Campaign,New,2024-09-14,414
2990,Lead_2990,LinkedIn,New,2024-10-27,408
2991,Lead_2991,Cold Call,Lost,2024-10-27,445
2992,Lead_2992,Website,Qualified,2024-03-23,78
2993,Lead_2993,Cold Call,New,2024-11-16,48
2994,Lead_2994,LinkedIn,Contacted,2024-12-14,335
2995,Lead_2995,LinkedIn,Contacted,2024-09-13,265
2996,Lead_2996,Email Campaign,Qualified,2024-08-17,403
2997,Lead_2997,LinkedIn,Qualified,2024-05-28,185
2998,Lead_2998,Email Campaign,Lost,2024-01-21,457
2999,Lead_2999,Cold Call,Contacted,2024-04-16,313
3000,Lead_3000,Email Campaign,New,2024-03-19,291
3001,Lead_3001,Cold Call,New,2024-01-08,74
3002,Lead_3002,Referral,New,2024-09-12,49
3003,Lead_3003,Cold Call,Qualified,2024-03-27,479
3004,Lead_3004,Referral,Contacted,2024-02-04,144
3005,Lead_3005,Email Campaign,Qualified,2024-06-29,46
3006,Lead_3006,Website,Contacted,2024-12-29,396
3007,Lead_3007,Cold Call,Qualified,2024-08-30,132
3008,Lead_3008,Cold Call,Contacted,2024-03-04,498
3009,Lead_3009,Email Campaign,Lost,2024-01-21,187
3010,Lead_3010,Referral,Lost,2024-07-28,439
3011,Lead_3011,Email Campaign,Contacted,2024-08-13,188
3012,Lead_3012,Email Campaign,Qualified,2024-07-10,43
3013,Lead_3013,Cold Call,Lost,2024-05-14,450
3014,Lead_3014,Website,New,2024-05-05,359
3015,Lead_3015,Email Campaign,New,2024-03-20,437
3016,Lead_3016,Website,Qualified,2024-07-11,82
3017,Lead_3017,Email Campaign,Lost,2024-02-07,115
3018,Lead_3018,Cold Call,Lost,2024-12-08,48
3019,Lead_3019,Referral,Lost,2024-08-27,329
3020,Lead_3020,Email Campaign,Lost,2024-02-25,44
3021,Lead_3021,LinkedIn,New,2024-07-22,394
3022,Lead_3022,Cold Call,Contacted,2024-07-24,169
3023,Lead_3023,Website,Qualified,2024-06-24,310
3024,Lead_3024,Cold Call,Contacted,2024-12-25,380
3025,Lead_3025,Cold Call,New,2024-05-22,233
3026,Lead_3026,Website,Contacted,2024-08-28,75
3027,Lead_3027,LinkedIn,Qualified,2024-10-17,17
3028,Lead_3028,Email Campaign,Lost,2024-02-01,480
3029,Lead_3029,Referral,Lost,2024-08-30,110
3030,Lead_3030,Website,Contacted,2024-01-12,488
3031,Lead_3031,Cold Call,Qualified,2024-05-09,326
3032,Lead_3032,LinkedIn,New,2024-03-13,36
3033,Lead_3033,Referral,Lost,2024-02-11,153
3034,Lead_3034,Cold Call,Lost,2024-09-25,110
3035,Lead_3035,Referral,Contacted,2024-01-28,48
3036,Lead_3036,Cold Call,Qualified,2024-06-01,85
3037,Lead_3037,LinkedIn,Qualified,2024-08-02,247
3038,Lead_3038,Cold Call,Contacted,2024-12-22,224
3039,Lead_3039,Referral,Lost,2024-01-06,288
3040,Lead_3040,Email Campaign,Contacted,2024-02-09,371
3041,Lead_3041,Email Campaign,Contacted,2024-06-14,341
3042,Lead_3042,Referral,New,2024-03-18,460
3043,Lead_3043,Cold Call,Contacted,2024-09-12,443
3044,Lead_3044,Referral,New,2024-12-11,209
3045,Lead_3045,Referral,New,2024-08-18,483
3046,Lead_3046,LinkedIn,Lost,2024-11-23,497
3047,Lead_3047,Email Campaign,New,2024-01-19,112
3048,Lead_3048,LinkedIn,Lost,2024-12-22,280
3049,Lead_3049,LinkedIn,Lost,2024-04-20,179
3050,Lead_3050,LinkedIn,Contacted,2024-12-13,296
3051,Lead_3051,Website,Qualified,2024-07-05,9
3052,Lead_3052,Referral,Qualified,2024-09-14,420
3053,Lead_3053,Website,Lost,2024-11-28,234
3054,Lead_3054,Cold Call,Lost,2024-06-29,181
3055,Lead_3055,Email Campaign,Lost,2024-09-24,499
3056,Lead_3056,Referral,New,2024-03-31,235
3057,Lead_3057,Cold Call,Qualified,2024-03-31,284
3058,Lead_3058,Email Campaign,Contacted,2024-10-04,224
3059,Lead_3059,Cold Call,Qualified,2024-12-03,353
3060,Lead_3060,Cold Call,Qualified,2024-12-25,318
3061,Lead_3061,Website,New,2024-02-23,46
3062,Lead_3062,Website,Lost,2024-02-23,255
3063,Lead_3063,Email Campaign,New,2024-11-20,228
3064,Lead_3064,Email Campaign,New,2024-12-07,149
3065,Lead_3065,Cold Call,Contacted,2024-04-24,398
3066,Lead_3066,Cold Call,Lost,2024-02-28,101
3067,Lead_3067,Cold Call,New,2024-06-28,496
3068,Lead_3068,Cold Call,Lost,2024-11-26,361
3069,Lead_3069,Cold Call,New,2024-07-10,401
3070,Lead_3070,LinkedIn,Qualified,2024-05-17,451
3071,Lead_3071,Referral,Qualified,2024-07-31,345
3072,Lead_3072,LinkedIn,New,2024-07-31,17
3073,Lead_3073,Website,New,2024-03-19,405
3074,Lead_3074,Referral,Qualified,2024-06-20,88
3075,Lead_3075,Email Campaign,Lost,2024-05-03,285
3076,Lead_3076,Cold Call,Contacted,2024-11-11,330
3077,Lead_3077,Cold Call,New,2024-10-22,220
3078,Lead_3078,LinkedIn,Lost,2024-03-29,207
3079,Lead_3079,Referral,Contacted,2024-08-11,119
3080,Lead_3080,Website,Contacted,2024-09-15,61
3081,Lead_3081,Email Campaign,Lost,2024-11-17,470
3082,Lead_3082,Referral,Contacted,2024-06-14,105
3083,Lead_3083,Website,New,2024-01-14,224
3084,Lead_3084,Website,Contacted,2024-01-15,317
3085,Lead_3085,Email Campaign,New,2024-10-19,196
3086,Lead_3086,Website,Contacted,2024-08-20,325
3087,Lead_3087,Referral,Contacted,2024-05-02,335
3088,Lead_3088,LinkedIn,Qualified,2024-04-09,275
3089,Lead_3089,LinkedIn,Lost,2024-05-13,338
3090,Lead_3090,Website,Qualified,2024-02-12,479
3091,Lead_3091,LinkedIn,New,2024-11-22,297
3092,Lead_3092,Website,New,2024-08-23,475
3093,Lead_3093,Email Campaign,New,2024-02-24,73
3094,Lead_3094,Referral,Qualified,2024-04-02,48
3095,Lead_3095,Website,Lost,2024-07-04,468
3096,Lead_3096,LinkedIn,Lost,2024-02-21,252
3097,Lead_3097,Website,Lost,2024-02-07,250
3098,Lead_3098,Website,Contacted,2024-12-17,215
3099,Lead_3099,Cold Call,Qualified,2024-11-20,466
3100,Lead_3100,Cold Call,Contacted,2024-04-02,153
3101,Lead_3101,Website,Contacted,2024-12-03,291
3102,Lead_3102,Email Campaign,New,2024-03-01,500
3103,Lead_3103,Referral,Qualified,2024-09-04,315
3104,Lead_3104,Email Campaign,New,2024-03-22,268
3105,Lead_3105,Referral,New,2024-04-08,311
3106,Lead_3106,Website,New,2024-09-22,263
3107,Lead_3107,LinkedIn,Contacted,2024-07-05,59
3108,Lead_3108,LinkedIn,New,2024-06-16,71
3109,Lead_3109,LinkedIn,New,2024-12-20,482
3110,Lead_3110,LinkedIn,Qualified,2024-05-20,247
3111,Lead_3111,LinkedIn,New,2024-06-27,363
3112,Lead_3112,Email Campaign,Qualified,2024-08-27,382
3113,Lead_3113,Cold Call,Lost,2024-09-19,485
3114,Lead_3114,Cold Call,Contacted,2024-05-08,89
3115,Lead_3115,LinkedIn,Qualified,2024-07-20,53
3116,Lead_3116,Email Campaign,Qualified,2024-03-25,407
3117,Lead_3117,LinkedIn,Lost,2024-08-09,453
3118,Lead_3118,Cold Call,Lost,2024-11-01,383
3119,Lead_3119,Referral,Qualified,2024-11-14,56
3120,Lead_3120,Email Campaign,Lost,2024-08-07,103
3121,Lead_3121,Email Campaign,Qualified,2024-07-10,460
3122,Lead_3122,Website,Lost,2024-03-26,456
3123,Lead_3123,Website,Qualified,2024-10-27,210
3124,Lead_3124,Referral,Qualified,2024-07-22,16
3125,Lead_3125,Website,Contacted,2024-06-14,220
3126,Lead_3126,LinkedIn,Qualified,2024-05-05,38
3127,Lead_3127,LinkedIn,Qualified,2024-07-09,75
3128,Lead_3128,Referral,New,2024-01-05,164
3129,Lead_3129,Website,Qualified,2024-04-19,239
3130,Lead_3130,Email Campaign,Qualified,2024-04-29,288
3131,Lead_3131,Website,Lost,2024-05-25,309
3132,Lead_3132,LinkedIn,Contacted,2024-02-22,288
3133,Lead_3133,Referral,New,2024-10-20,458
3134,Lead_3134,Cold Call,Lost,2024-06-11,417
3135,Lead_3135,Referral,Contacted,2024-04-10,26
3136,Lead_3136,Cold Call,Lost,2024-01-24,141
3137,Lead_3137,Cold Call,New,2024-03-04,232
3138,Lead_3138,LinkedIn,Qualified,2024-10-29,197
3139,Lead_3139,LinkedIn,New,2024-05-25,10
3140,Lead_3140,Email Campaign,New,2024-08-24,146
3141,Lead_3141,LinkedIn,Lost,2024-01-19,459
3142,Lead_3142,Email Campaign,New,2024-06-21,331
3143,Lead_3143,Website,New,2024-08-28,49
3144,Lead_3144,Cold Call,Qualified,2024-05-20,163
3145,Lead_3145,Referral,Lost,2024-02-10,285
3146,Lead_3146,Referral,Lost,2024-11-09,25
3147,Lead_3147,Cold Call,Qualified,2024-12-22,233
3148,Lead_3148,Cold Call,New,2024-07-10,481
3149,Lead_3149,Email Campaign,New,2024-01-15,115
3150,Lead_3150,Website,New,2024-03-12,54
3151,Lead_3151,Referral,Lost,2024-04-25,88
3152,Lead_3152,Website,Contacted,2024-07-07,418
3153,Lead_3153,Email Campaign,New,2024-12-18,445
3154,Lead_3154,Website,Qualified,2024-01-23,57
3155,Lead_3155,Website,Qualified,2024-02-08,136
3156,Lead_3156,Referral,Lost,2024-05-18,358
3157,Lead_3157,LinkedIn,Contacted,2024-10-25,236
3158,Lead_3158,Website,Contacted,2024-06-12,442
3159,Lead_3159,LinkedIn,Lost,2024-11-22,229
3160,Lead_3160,Website,Contacted,2024-10-22,245
3161,Lead_3161,Cold Call,Qualified,2024-06-13,396
3162,Lead_3162,Cold Call,Contacted,2024-02-17,136
3163,Lead_3163,Referral,New,2024-06-29,286
3164,Lead_3164,LinkedIn,Contacted,2024-12-21,40
3165,Lead_3165,Website,Lost,2024-01-31,109
3166,Lead_3166,Website,Contacted,2024-08-27,420
3167,Lead_3167,Cold Call,Contacted,2024-09-06,54
3168,Lead_3168,Referral,Contacted,2024-10-29,390
3169,Lead_3169,Email Campaign,Qualified,2024-06-08,363
3170,Lead_3170,Cold Call,Contacted,2024-09-15,55
3171,Lead_3171,LinkedIn,Contacted,2024-07-05,198
3172,Lead_3172,Cold Call,Contacted,2024-07-23,97
3173,Lead_3173,Website,Qualified,2024-08-04,85
