activity_id,activity_type,activity_date,lead_id,notes
5030,Demo,2024-10-12,4551,Email sent
5031,Call,2024-08-29,4335,Proposal review
5032,Call,2024-07-05,251,Client discussion
5033,Demo,2024-04-02,2974,Proposal review
5034,Call,2024-10-18,3724,Proposal review
5035,Call,2024-12-20,4872,Product demo scheduled
5036,Email,2024-01-12,713,Product demo scheduled
5037,Demo,2024-12-25,2937,Proposal review
5038,Email,2024-07-13,121,Client discussion
5039,Call,2024-10-10,48,Email sent
5040,Meeting,2024-03-12,597,Proposal review
5041,Meeting,2024-06-20,4182,Client discussion
5042,Call,2024-08-23,3987,Proposal review
5043,Meeting,2024-12-27,740,Product demo scheduled
5044,Demo,2024-05-31,3155,Email sent
5045,Email,2024-02-08,792,Email sent
5046,Email,2024-05-23,753,Email sent
5047,Demo,2024-03-11,3570,Client discussion
5048,Email,2024-03-24,1155,Email sent
5049,Demo,2024-06-20,4197,Email sent
5050,Call,2024-08-18,438,Client discussion
5051,Meeting,2024-05-16,1081,Follow-up call
5052,Meeting,2024-12-14,2406,Client discussion
5053,Demo,2024-01-24,2613,Proposal review
5054,Email,2024-01-02,4735,Product demo scheduled
5055,Email,2024-07-06,4071,Follow-up call
5056,Call,2024-01-26,520,Proposal review
5057,Email,2024-12-26,2804,Proposal review
5058,Meeting,2024-01-28,3764,Product demo scheduled
5059,Email,2024-03-10,2282,Proposal review
5060,Email,2024-09-14,1335,Email sent
5061,Meeting,2024-05-23,42,Follow-up call
5062,Call,2024-09-05,4262,Email sent
5063,Email,2024-03-23,2145,Proposal review
5064,Email,2024-02-16,1117,Proposal review
5065,Call,2024-07-18,4443,Client discussion
5066,Call,2024-09-03,540,Follow-up call
5067,Meeting,2024-10-14,484,Follow-up call
5068,Call,2024-10-21,3046,Follow-up call
5069,Email,2024-08-25,895,Follow-up call
5070,Meeting,2024-04-05,3502,Follow-up call
5071,Call,2024-07-04,1863,Proposal review
5072,Call,2024-10-18,1116,Product demo scheduled
5073,Call,2024-01-17,3788,Follow-up call
5074,Demo,2024-10-30,2572,Follow-up call
5075,Call,2024-09-04,2101,Follow-up call
5076,Meeting,2024-10-14,2681,Client discussion
5077,Email,2024-11-26,1154,Email sent
5078,Demo,2024-07-30,4859,Email sent
5079,Email,2024-07-30,2824,Product demo scheduled
5080,Meeting,2024-05-22,3869,Follow-up call
5081,Demo,2024-02-15,4217,Product demo scheduled
5082,Demo,2024-04-13,2547,Email sent
5083,Call,2024-04-19,580,Follow-up call
5084,Meeting,2024-06-19,372,Product demo scheduled
5085,Meeting,2024-10-14,3304,Product demo scheduled
5086,Email,2024-02-05,3837,Client discussion
5087,Email,2024-07-03,3587,Client discussion
5088,Email,2024-06-21,1241,Proposal review
5089,Call,2024-07-26,2237,Email sent
5090,Demo,2024-01-20,3517,Proposal review
5091,Email,2024-10-28,4489,Product demo scheduled
5092,Meeting,2024-06-02,4440,Email sent
5093,Email,2024-10-07,2488,Product demo scheduled
5094,Meeting,2024-04-26,3135,Client discussion
5095,Demo,2024-03-11,4426,Follow-up call
5096,Meeting,2024-06-20,435,Proposal review
5097,Demo,2024-05-21,411,Proposal review
5098,Meeting,2024-08-17,2749,Client discussion
5099,Call,2024-07-05,3253,Product demo scheduled
5100,Email,2024-10-16,1498,Follow-up call
5101,Call,2024-10-03,2731,Client discussion
5102,Call,2024-01-22,4042,Client discussion
5103,Call,2024-12-07,4916,Follow-up call
5104,Email,2024-02-21,683,Follow-up call
5105,Demo,2024-09-16,3178,Follow-up call
5106,Call,2024-03-13,2692,Client discussion
5107,Demo,2024-12-15,3188,Follow-up call
5108,Email,2024-03-27,195,Proposal review
5109,Meeting,2024-04-29,2582,Client discussion
5110,Call,2024-12-15,1452,Follow-up call
5111,Call,2024-12-07,1108,Product demo scheduled
5112,Demo,2024-06-09,4636,Client discussion
5113,Call,2024-01-06,1294,Proposal review
5114,Call,2024-02-10,2618,Follow-up call
5115,Meeting,2024-04-19,1500,Client discussion
5116,Meeting,2024-08-13,2784,Follow-up call
5117,Demo,2024-05-24,360,Proposal review
5118,Call,2024-08-14,1567,Product demo scheduled
5119,Demo,2024-10-31,4512,Follow-up call
5120,Meeting,2024-12-28,4833,Client discussion
5121,Call,2024-04-28,539,Follow-up call
5122,Call,2024-07-20,2359,Email sent
5123,Email,2024-06-04,100,Product demo scheduled
5124,Call,2024-01-02,2273,Client discussion
5125,Email,2024-01-17,1758,Proposal review
5126,Call,2024-09-16,2329,Follow-up call
5127,Call,2024-10-04,2457,Email sent
5128,Call,2024-04-23,2760,Email sent
5129,Email,2024-10-06,2943,Client discussion
5130,Email,2024-07-10,4646,Client discussion
5131,Email,2024-01-24,2961,Proposal review
5132,Call,2024-01-18,486,Proposal review
5133,Demo,2024-10-18,4732,Follow-up call
5134,Call,2024-07-22,4680,Proposal review
5135,Call,2024-02-07,4479,Proposal review
5136,Demo,2024-09-01,2153,Follow-up call
5137,Email,2024-09-02,4104,Client discussion
5138,Email,2024-04-21,1588,Email sent
5139,Meeting,2024-06-06,4760,Client discussion
5140,Email,2024-01-11,23,Proposal review
5141,Demo,2024-08-22,3089,Product demo scheduled
5142,Meeting,2024-06-16,66,Product demo scheduled
5143,Email,2024-11-20,2851,Follow-up call
5144,Call,2024-09-09,1741,Proposal review
5145,Meeting,2024-05-10,1066,Proposal review
5146,Email,2024-05-26,867,Proposal review
5147,Meeting,2024-04-04,4769,Follow-up call
5148,Email,2024-12-04,4692,Product demo scheduled
5149,Email,2024-04-23,2521,Client discussion
5150,Call,2024-02-05,125,Follow-up call
5151,Call,2024-11-25,3456,Follow-up call
5152,Meeting,2024-05-05,47,Email sent
5153,Demo,2024-09-18,2075,Product demo scheduled
5154,Call,2024-03-18,956,Follow-up call
5155,Demo,2024-07-20,3638,Product demo scheduled
5156,Email,2024-11-11,54,Client discussion
5157,Meeting,2024-08-21,2737,Email sent
5158,Demo,2024-06-14,4634,Product demo scheduled
5159,Call,2024-03-28,4862,Email sent
5160,Demo,2024-06-08,1373,Proposal review
5161,Call,2024-04-28,1969,Proposal review
5162,Email,2024-01-05,1159,Proposal review
5163,Meeting,2024-06-30,4266,Product demo scheduled
5164,Call,2024-05-10,3785,Proposal review
5165,Call,2024-12-21,4882,Product demo scheduled
5166,Call,2024-08-15,939,Follow-up call
5167,Meeting,2024-03-23,1849,Email sent
5168,Call,2024-04-02,1549,Proposal review
5169,Email,2024-02-20,4981,Product demo scheduled
5170,Call,2024-06-29,4297,Follow-up call
5171,Demo,2024-01-03,2999,Email sent
5172,Call,2024-08-10,872,Follow-up call
5173,Demo,2024-04-18,4388,Client discussion
5174,Meeting,2024-10-08,4511,Follow-up call
5175,Meeting,2024-10-18,3800,Proposal review
5176,Email,2024-12-26,772,Proposal review
5177,Call,2024-12-28,413,Client discussion
5178,Email,2024-09-02,4383,Email sent
5179,Email,2024-02-04,4486,Proposal review
5180,Email,2024-09-17,4767,Proposal review
5181,Email,2024-09-17,2262,Client discussion
5182,Meeting,2024-01-28,787,Email sent
5183,Email,2024-03-27,3906,Product demo scheduled
5184,Call,2024-01-28,1456,Email sent
5185,Email,2024-11-10,2413,Email sent
5186,Email,2024-11-16,1874,Product demo scheduled
5187,Email,2024-01-31,2065,Follow-up call
5188,Meeting,2024-05-22,3992,Client discussion
5189,Email,2024-03-08,4300,Follow-up call
5190,Call,2024-08-03,2949,Email sent
5191,Email,2024-12-24,84,Product demo scheduled
5192,Call,2024-03-06,296,Product demo scheduled
5193,Call,2024-05-21,1223,Product demo scheduled
5194,Email,2024-03-07,3596,Proposal review
5195,Meeting,2024-03-06,846,Product demo scheduled
5196,Meeting,2024-04-09,340,Product demo scheduled
5197,Call,2024-08-01,2749,Follow-up call
5198,Demo,2024-05-09,3243,Product demo scheduled
5199,Call,2024-12-15,471,Client discussion
5200,Email,2024-08-13,3744,Proposal review
5201,Meeting,2024-07-22,4789,Follow-up call
5202,Email,2024-03-08,582,Follow-up call
5203,Email,2024-11-02,735,Proposal review
5204,Call,2024-08-28,2446,Proposal review
5205,Call,2024-03-22,4769,Email sent
5206,Email,2024-03-02,239,Client discussion
5207,Email,2024-10-04,2261,Follow-up call
5208,Demo,2024-07-19,1329,Product demo scheduled
5209,Call,2024-04-13,971,Proposal review
5210,Demo,2024-01-08,4105,Follow-up call
5211,Meeting,2024-07-26,4565,Client discussion
5212,Demo,2024-07-20,3773,Follow-up call
5213,Demo,2024-04-29,3228,Product demo scheduled
5214,Call,2024-10-19,4196,Proposal review
5215,Meeting,2024-07-04,496,Client discussion
5216,Meeting,2024-05-10,2462,Follow-up call
5217,Demo,2024-08-08,3208,Product demo scheduled
5218,Meeting,2024-11-05,1545,Product demo scheduled
5219,Demo,2024-06-25,70,Client discussion
5220,Demo,2024-03-26,3717,Product demo scheduled
5221,Email,2024-03-27,3157,Product demo scheduled
5222,Demo,2024-03-01,725,Client discussion
5223,Email,2024-05-10,1774,Proposal review
5224,Email,2024-06-24,4545,Client discussion
5225,Meeting,2024-12-10,1240,Follow-up call
5226,Call,2024-09-30,4039,Email sent
5227,Call,2024-11-14,3339,Product demo scheduled
5228,Email,2024-06-08,694,Email sent
5229,Demo,2024-05-14,1808,Product demo scheduled
5230,Meeting,2024-05-02,1098,Client discussion
5231,Demo,2024-04-05,2996,Follow-up call
5232,Meeting,2024-09-29,1933,Product demo scheduled
5233,Email,2024-05-13,1658,Follow-up call
5234,Email,2024-02-09,645,Client discussion
5235,Demo,2024-07-26,230,Client discussion
5236,Meeting,2024-07-08,3825,Proposal review
5237,Meeting,2024-09-12,2711,Proposal review
5238,Demo,2024-10-27,2198,Client discussion
5239,Email,2024-07-03,1966,Proposal review
5240,Meeting,2024-10-15,3869,Client discussion
5241,Demo,2024-07-16,4872,Email sent
5242,Demo,2024-02-02,3530,Product demo scheduled
5243,Meeting,2024-03-05,648,Product demo scheduled
5244,Meeting,2024-05-26,3031,Follow-up call
5245,Call,2024-10-20,2721,Email sent
5246,Meeting,2024-09-17,718,Client discussion
5247,Email,2024-07-23,4882,Product demo scheduled
5248,Meeting,2024-07-09,4717,Proposal review
5249,Demo,2024-06-03,3660,Product demo scheduled
5250,Call,2024-05-02,111,Proposal review
5251,Meeting,2024-03-10,1963,Client discussion
5252,Call,2024-05-16,1488,Proposal review
5253,Call,2024-05-26,432,Client discussion
5254,Email,2024-05-06,1290,Proposal review
5255,Call,2024-06-03,2595,Client discussion
5256,Email,2024-01-29,3710,Email sent
5257,Demo,2024-04-22,3752,Product demo scheduled
5258,Call,2024-12-14,149,Follow-up call
5259,Call,2024-09-10,4349,Client discussion
5260,Email,2024-03-13,986,Follow-up call
5261,Meeting,2024-10-08,3659,Follow-up call
5262,Meeting,2024-06-11,1282,Product demo scheduled
5263,Meeting,2024-12-02,2289,Product demo scheduled
5264,Demo,2024-09-15,3774,Client discussion
5265,Meeting,2024-12-14,4081,Follow-up call
5266,Call,2024-09-11,1590,Product demo scheduled
5267,Call,2024-12-20,4334,Proposal review
5268,Meeting,2024-03-16,1824,Proposal review
5269,Demo,2024-08-19,1082,Email sent
5270,Demo,2024-07-23,2654,Proposal review
5271,Email,2024-04-09,3835,Follow-up call
5272,Call,2024-05-22,508,Follow-up call
5273,Meeting,2024-03-19,3599,Email sent
5274,Call,2024-01-13,3011,Client discussion
5275,Call,2024-01-19,208,Product demo scheduled
5276,Demo,2024-12-15,1460,Product demo scheduled
5277,Call,2024-06-07,1527,Client discussion
5278,Demo,2024-12-05,1597,Follow-up call
5279,Demo,2024-01-14,4950,Client discussion
5280,Email,2024-10-20,1012,Product demo scheduled
5281,Demo,2024-09-27,712,Proposal review
5282,Email,2024-01-18,1626,Follow-up call
5283,Email,2024-07-12,2834,Client discussion
5284,Email,2024-09-22,3202,Product demo scheduled
5285,Call,2024-11-03,1528,Email sent
5286,Demo,2024-05-06,2818,Product demo scheduled
5287,Meeting,2024-11-11,2886,Product demo scheduled
5288,Email,2024-03-16,1385,Product demo scheduled
5289,Demo,2024-04-26,1558,Email sent
5290,Email,2024-01-01,2354,Client discussion
5291,Demo,2024-12-19,1820,Client discussion
5292,Email,2024-03-07,1857,Proposal review
5293,Demo,2024-02-14,4156,Client discussion
5294,Call,2024-08-28,3254,Follow-up call
5295,Call,2024-10-09,3762,Follow-up call
5296,Email,2024-07-18,4974,Proposal review
5297,Call,2024-09-15,1298,Product demo scheduled
5298,Demo,2024-01-20,809,Follow-up call
5299,Demo,2024-03-04,1278,Proposal review
5300,Call,2024-06-30,4536,Product demo scheduled
5301,Email,2024-12-27,735,Proposal review
5302,Demo,2024-12-28,2148,Email sent
5303,Meeting,2024-07-25,3920,Product demo scheduled
5304,Meeting,2024-08-14,2152,Product demo scheduled
5305,Email,2024-04-17,1776,Product demo scheduled
5306,Email,2024-03-23,4165,Follow-up call
5307,Call,2024-11-07,2393,Client discussion
5308,Email,2024-06-26,4590,Email sent
5309,Email,2024-12-06,1509,Product demo scheduled
5310,Meeting,2024-07-26,469,Proposal review
5311,Email,2024-11-12,2766,Product demo scheduled
5312,Meeting,2024-12-01,404,Proposal review
5313,Email,2024-11-21,3923,Product demo scheduled
5314,Call,2024-11-27,940,Email sent
5315,Call,2024-05-19,3251,Proposal review
5316,Meeting,2024-02-23,1936,Follow-up call
5317,Demo,2024-12-08,2583,Product demo scheduled
5318,Meeting,2024-03-03,4602,Client discussion
5319,Email,2024-01-07,588,Product demo scheduled
5320,Demo,2024-03-30,3288,Follow-up call
5321,Meeting,2024-12-05,3272,Product demo scheduled
5322,Demo,2024-12-02,2994,Proposal review
5323,Call,2024-06-09,2268,Proposal review
5324,Call,2024-07-04,2609,Client discussion
5325,Call,2024-03-30,552,Client discussion
5326,Call,2024-08-07,2193,Follow-up call
5327,Call,2024-10-16,2804,Client discussion
5328,Demo,2024-05-19,139,Email sent
5329,Call,2024-10-22,3080,Email sent
5330,Email,2024-10-29,2630,Proposal review
5331,Demo,2024-07-02,1515,Follow-up call
5332,Demo,2024-01-01,1124,Follow-up call
5333,Meeting,2024-03-27,3561,Product demo scheduled
5334,Call,2024-02-06,4065,Follow-up call
5335,Email,2024-12-04,736,Product demo scheduled
5336,Meeting,2024-02-07,1654,Email sent
5337,Email,2024-08-08,3306,Proposal review
5338,Demo,2024-07-26,298,Email sent
5339,Demo,2024-04-20,608,Product demo scheduled
5340,Demo,2024-09-08,3964,Product demo scheduled
5341,Call,2024-11-04,1519,Product demo scheduled
5342,Demo,2024-11-29,3190,Follow-up call
5343,Demo,2024-06-22,4725,Email sent
5344,Demo,2024-11-28,4463,Proposal review
5345,Meeting,2024-05-01,1704,Email sent
5346,Meeting,2024-04-13,945,Email sent
5347,Call,2024-11-18,3132,Client discussion
5348,Meeting,2024-04-06,253,Email sent
5349,Meeting,2024-04-03,1911,Follow-up call
5350,Email,2024-01-24,1299,Follow-up call
5351,Call,2024-06-29,193,Client discussion
5352,Demo,2024-07-12,2231,Client discussion
5353,Demo,2024-05-25,3932,Follow-up call
5354,Call,2024-01-01,1150,Proposal review
5355,Demo,2024-07-21,2509,Client discussion
5356,Demo,2024-09-11,3285,Client discussion
5357,Demo,2024-10-30,3688,Client discussion
5358,Call,2024-08-02,1650,Proposal review
5359,Meeting,2024-08-06,277,Client discussion
5360,Meeting,2024-01-17,189,Proposal review
5361,Email,2024-06-29,2579,Product demo scheduled
5362,Demo,2024-04-11,309,Email sent
5363,Demo,2024-05-19,4629,Proposal review
5364,Email,2024-08-25,3616,Follow-up call
5365,Call,2024-11-21,4633,Client discussion
5366,Email,2024-10-18,3115,Product demo scheduled
5367,Meeting,2024-04-15,406,Client discussion
5368,Demo,2024-01-05,1469,Client discussion
5369,Meeting,2024-02-26,1324,Email sent
5370,Email,2024-08-24,3388,Product demo scheduled
5371,Demo,2024-06-02,1924,Follow-up call
5372,Meeting,2024-11-10,2376,Email sent
5373,Meeting,2024-11-09,3224,Client discussion
5374,Meeting,2024-07-30,3561,Product demo scheduled
5375,Meeting,2024-06-18,2145,Client discussion
5376,Email,2024-06-06,2109,Follow-up call
5377,Meeting,2024-11-09,994,Proposal review
5378,Email,2024-11-07,1987,Client discussion
5379,Meeting,2024-10-23,3694,Client discussion
5380,Email,2024-10-21,2209,Proposal review
5381,Meeting,2024-01-09,4308,Email sent
5382,Email,2024-03-15,1840,Follow-up call
5383,Meeting,2024-09-13,3442,Product demo scheduled
5384,Demo,2024-04-21,4716,Email sent
5385,Meeting,2024-02-21,2042,Product demo scheduled
5386,Call,2024-01-05,4678,Proposal review
5387,Email,2024-02-01,1420,Follow-up call
5388,Demo,2024-01-23,3924,Client discussion
5389,Meeting,2024-09-22,2849,Product demo scheduled
5390,Meeting,2024-11-18,3382,Client discussion
5391,Meeting,2024-08-29,4798,Product demo scheduled
5392,Email,2024-01-20,2003,Follow-up call
5393,Call,2024-06-03,2279,Email sent
5394,Demo,2024-06-04,3126,Follow-up call
5395,Email,2024-11-08,1831,Email sent
5396,Call,2024-01-15,1159,Client discussion
5397,Call,2024-03-10,941,Product demo scheduled
5398,Demo,2024-06-19,3224,Client discussion
5399,Demo,2024-04-07,2710,Email sent
5400,Meeting,2024-11-17,3862,Follow-up call
5401,Demo,2024-02-10,4700,Email sent
5402,Email,2024-02-05,2139,Client discussion
5403,Meeting,2024-04-06,2125,Client discussion
5404,Demo,2024-07-17,1813,Follow-up call
5405,Call,2024-04-24,4441,Email sent
5406,Meeting,2024-01-25,1677,Client discussion
5407,Email,2024-04-07,3338,Product demo scheduled
5408,Email,2024-01-18,2038,Product demo scheduled
5409,Meeting,2024-08-22,2399,Product demo scheduled
5410,Meeting,2024-07-27,1704,Follow-up call
5411,Call,2024-06-03,1901,Proposal review
5412,Demo,2024-09-15,3247,Email sent
5413,Call,2024-01-17,4524,Client discussion
5414,Email,2024-10-18,2299,Proposal review
5415,Call,2024-03-19,735,Proposal review
5416,Demo,2024-05-26,528,Proposal review
5417,Meeting,2024-04-06,308,Client discussion
5418,Email,2024-06-12,479,Product demo scheduled
5419,Email,2024-10-01,3004,Follow-up call
5420,Email,2024-03-23,4581,Email sent
5421,Meeting,2024-08-04,3202,Client discussion
5422,Email,2024-08-17,2759,Product demo scheduled
5423,Email,2024-04-12,1094,Email sent
5424,Email,2024-11-15,1916,Follow-up call
5425,Email,2024-01-09,1102,Client discussion
5426,Demo,2024-10-20,884,Product demo scheduled
5427,Email,2024-01-06,1882,Follow-up call
5428,Email,2024-04-11,2078,Proposal review
5429,Demo,2024-08-13,555,Follow-up call
5430,Demo,2024-08-21,2992,Follow-up call
5431,Demo,2024-08-06,1164,Proposal review
5432,Meeting,2024-06-10,2041,Follow-up call
5433,Email,2024-05-22,3033,Product demo scheduled
5434,Call,2024-02-10,1418,Product demo scheduled
5435,Meeting,2024-09-06,1398,Product demo scheduled
5436,Call,2024-04-20,2219,Product demo scheduled
5437,Call,2024-03-06,4426,Client discussion
5438,Demo,2024-02-04,4764,Follow-up call
5439,Call,2024-08-20,1336,Product demo scheduled
5440,Email,2024-05-29,427,Client discussion
5441,Call,2024-08-12,3389,Client discussion
5442,Demo,2024-02-22,3902,Proposal review
5443,Meeting,2024-05-13,3391,Follow-up call
5444,Email,2024-05-15,410,Proposal review
5445,Meeting,2024-11-23,4437,Product demo scheduled
5446,Demo,2024-03-19,3844,Product demo scheduled
5447,Meeting,2024-09-15,526,Product demo scheduled
5448,Email,2024-06-11,4906,Follow-up call
5449,Meeting,2024-07-16,3230,Email sent
5450,Meeting,2024-12-30,2087,Email sent
5451,Email,2024-05-06,3977,Product demo scheduled
5452,Email,2024-08-19,4698,Follow-up call
5453,Email,2024-02-21,1065,Follow-up call
5454,Call,2024-01-25,977,Email sent
5455,Demo,2024-09-19,344,Product demo scheduled
5456,Meeting,2024-12-18,4529,Proposal review
5457,Call,2024-12-08,606,Proposal review
5458,Call,2024-09-05,2387,Follow-up call
5459,Email,2024-11-02,1238,Client discussion
5460,Call,2024-10-27,2063,Client discussion
5461,Email,2024-11-02,2608,Follow-up call
5462,Demo,2024-02-22,1415,Product demo scheduled
5463,Email,2024-09-09,3177,Client discussion
5464,Email,2024-04-22,4568,Proposal review
5465,Email,2024-03-24,176,Client discussion
5466,Meeting,2024-03-17,1183,Follow-up call
5467,Demo,2024-03-31,3088,Client discussion
5468,Meeting,2024-10-29,3134,Product demo scheduled
5469,Email,2024-01-01,4421,Product demo scheduled
5470,Email,2024-05-28,2412,Client discussion
5471,Demo,2024-01-10,2497,Email sent
5472,Demo,2024-09-17,4909,Email sent
5473,Meeting,2024-01-07,2220,Proposal review
5474,Call,2024-03-26,85,Client discussion
5475,Demo,2024-09-16,2862,Follow-up call
5476,Meeting,2024-04-07,3672,Proposal review
5477,Meeting,2024-11-15,1489,Proposal review
5478,Demo,2024-11-20,1714,Product demo scheduled
5479,Meeting,2024-07-31,1911,Client discussion
5480,Email,2024-08-19,4080,Proposal review
5481,Meeting,2024-03-28,1311,Client discussion
5482,Email,2024-01-09,3428,Follow-up call
5483,Demo,2024-06-27,4447,Follow-up call
5484,Email,2024-11-05,1097,Follow-up call
5485,Meeting,2024-10-20,1292,Product demo scheduled
5486,Meeting,2024-02-29,585,Client discussion
5487,Demo,2024-04-21,345,Product demo scheduled
5488,Meeting,2024-06-10,4765,Proposal review
5489,Email,2024-08-11,2002,Proposal review
5490,Email,2024-11-26,3348,Product demo scheduled
5491,Meeting,2024-12-06,1474,Follow-up call
5492,Demo,2024-07-12,623,Client discussion
5493,Meeting,2024-11-15,4214,Follow-up call
5494,Meeting,2024-02-19,1594,Product demo scheduled
5495,Call,2024-04-24,4410,Follow-up call
5496,Call,2024-05-19,4702,Email sent
5497,Email,2024-12-26,1287,Follow-up call
5498,Call,2024-03-31,1244,Follow-up call
5499,Email,2024-02-09,3049,Client discussion
5500,Call,2024-12-30,3052,Email sent
5501,Email,2024-08-10,4452,Proposal review
5502,Demo,2024-07-24,2441,Follow-up call
5503,Call,2024-10-25,899,Email sent
5504,Meeting,2024-05-14,4557,Email sent
5505,Call,2024-07-18,2534,Client discussion
5506,Email,2024-12-10,8,Follow-up call
5507,Demo,2024-03-31,4670,Email sent
5508,Demo,2024-08-14,4297,Proposal review
5509,Email,2024-06-09,4267,Client discussion
5510,Demo,2024-11-22,3291,Client discussion
5511,Demo,2024-06-08,973,Email sent
5512,Demo,2024-03-07,1784,Client discussion
5513,Email,2024-02-27,1155,Proposal review
5514,Email,2024-04-01,616,Product demo scheduled
5515,Email,2024-01-09,2504,Follow-up call
5516,Call,2024-05-25,1337,Email sent
5517,Meeting,2024-09-29,1778,Follow-up call
5518,Meeting,2024-09-05,4187,Email sent
5519,Call,2024-02-16,3859,Email sent
5520,Demo,2024-03-19,3329,Email sent
5521,Meeting,2024-10-21,4316,Follow-up call
5522,Email,2024-09-20,1632,Follow-up call
5523,Call,2024-01-30,1797,Proposal review
5524,Demo,2024-07-28,172,Product demo scheduled
5525,Call,2024-02-01,45,Client discussion
5526,Email,2024-03-23,4418,Client discussion
5527,Email,2024-10-05,3245,Product demo scheduled
5528,Call,2024-01-02,2636,Follow-up call
5529,Meeting,2024-04-01,2214,Product demo scheduled
5530,Email,2024-10-08,16,Client discussion
5531,Email,2024-08-01,1401,Email sent
5532,Call,2024-01-31,3696,Proposal review
5533,Demo,2024-03-24,3747,Proposal review
5534,Email,2024-04-26,1453,Email sent
5535,Email,2024-09-13,4993,Proposal review
5536,Email,2024-04-19,3963,Proposal review
5537,Call,2024-09-15,2755,Follow-up call
5538,Demo,2024-03-31,3258,Proposal review
5539,Call,2024-05-06,3556,Email sent
5540,Meeting,2024-02-25,7,Follow-up call
5541,Email,2024-03-20,4144,Product demo scheduled
5542,Email,2024-04-25,4988,Product demo scheduled
5543,Call,2024-12-10,4429,Email sent
5544,Email,2024-06-27,1531,Proposal review
5545,Call,2024-09-27,3907,Client discussion
5546,Call,2024-07-26,3951,Proposal review
5547,Demo,2024-02-18,356,Proposal review
5548,Meeting,2024-10-24,1369,Follow-up call
5549,Call,2024-11-30,2183,Product demo scheduled
5550,Call,2024-11-14,1044,Proposal review
5551,Demo,2024-07-28,957,Proposal review
5552,Call,2024-06-29,4862,Proposal review
5553,Email,2024-10-04,2449,Client discussion
5554,Demo,2024-04-01,137,Product demo scheduled
5555,Demo,2024-07-11,3020,Proposal review
5556,Demo,2024-03-28,2900,Email sent
5557,Call,2024-03-11,2652,Proposal review
5558,Email,2024-06-06,4156,Email sent
5559,Email,2024-06-24,2672,Product demo scheduled
5560,Meeting,2024-12-09,3565,Follow-up call
5561,Demo,2024-06-01,1119,Email sent
5562,Call,2024-08-15,2197,Proposal review
5563,Email,2024-11-12,3376,Proposal review
5564,Meeting,2024-02-02,3588,Email sent
5565,Demo,2024-09-05,177,Email sent
5566,Call,2024-10-10,4877,Proposal review
5567,Meeting,2024-12-17,4080,Client discussion
5568,Meeting,2024-12-17,4678,Client discussion
5569,Demo,2024-05-21,617,Email sent
5570,Email,2024-11-07,4130,Client discussion
5571,Call,2024-07-29,3786,Product demo scheduled
5572,Meeting,2024-08-22,4252,Client discussion
5573,Email,2024-07-23,4764,Email sent
5574,Call,2024-07-13,2400,Email sent
5575,Call,2024-05-15,2376,Client discussion
5576,Call,2024-11-05,1366,Email sent
5577,Demo,2024-01-06,2677,Product demo scheduled
5578,Call,2024-01-17,1344,Proposal review
5579,Email,2024-08-22,321,Proposal review
5580,Demo,2024-05-28,4530,Email sent
5581,Call,2024-01-10,4460,Product demo scheduled
5582,Meeting,2024-09-30,2070,Client discussion
5583,Call,2024-04-23,5,Email sent
5584,Email,2024-12-06,338,Client discussion
5585,Demo,2024-06-05,4431,Email sent
5586,Email,2024-11-12,4875,Proposal review
5587,Meeting,2024-02-24,4533,Client discussion
5588,Demo,2024-05-01,120,Product demo scheduled
5589,Demo,2024-07-08,105,Follow-up call
5590,Call,2024-04-18,377,Client discussion
5591,Demo,2024-12-13,3304,Follow-up call
5592,Meeting,2024-11-26,1666,Follow-up call
5593,Meeting,2024-07-17,2399,Follow-up call
5594,Meeting,2024-10-16,1570,Proposal review
5595,Meeting,2024-08-09,3677,Email sent
5596,Call,2024-09-14,3931,Follow-up call
5597,Call,2024-09-28,3868,Product demo scheduled
5598,Demo,2024-11-25,287,Follow-up call
5599,Call,2024-11-19,1672,Proposal review
5600,Meeting,2024-12-18,1007,Follow-up call
5601,Email,2024-05-18,2422,Client discussion
5602,Meeting,2024-03-08,4928,Email sent
5603,Call,2024-07-20,3965,Client discussion
5604,Meeting,2024-08-04,4577,Proposal review
5605,Meeting,2024-03-25,2465,Follow-up call
5606,Demo,2024-03-13,1033,Follow-up call
5607,Meeting,2024-06-25,4894,Proposal review
5608,Demo,2024-03-11,2584,Proposal review
5609,Email,2024-04-04,1482,Follow-up call
5610,Call,2024-06-18,1933,Product demo scheduled
5611,Meeting,2024-08-13,241,Client discussion
5612,Demo,2024-06-06,3936,Proposal review
5613,Meeting,2024-10-04,2364,Client discussion
5614,Meeting,2024-11-01,1826,Email sent
5615,Demo,2024-06-16,1399,Follow-up call
5616,Email,2024-09-30,1846,Client discussion
5617,Call,2024-09-07,671,Product demo scheduled
5618,Meeting,2024-06-19,2849,Product demo scheduled
5619,Call,2024-03-26,4882,Follow-up call
5620,Call,2024-05-07,3231,Product demo scheduled
5621,Email,2024-02-16,557,Proposal review
5622,Email,2024-11-23,1173,Proposal review
5623,Demo,2024-03-21,3487,Client discussion
5624,Email,2024-11-12,2839,Email sent
5625,Meeting,2024-12-30,2632,Email sent
5626,Meeting,2024-03-28,1483,Email sent
5627,Meeting,2024-03-28,2837,Product demo scheduled
5628,Meeting,2024-02-21,3327,Follow-up call
5629,Meeting,2024-09-07,3017,Email sent
5630,Call,2024-08-17,546,Follow-up call
5631,Meeting,2024-01-27,4335,Follow-up call
