opportunity_id,opportunity_name,stage,deal_value,probability,expected_close_date,customer_id
1011,Deal_1011,Proposal,3814932,58,2025-04-01,350
1012,Deal_1012,Prospecting,1507899,51,2025-09-21,62
1013,Deal_1013,Won,3644584,81,2025-05-23,285
1014,Deal_1014,Negotiation,1399969,48,2025-10-27,434
1015,Deal_1015,Negotiation,2822961,40,2025-08-27,364
1016,Deal_1016,Proposal,1339357,42,2025-06-15,306
1017,Deal_1017,Prospecting,2576269,80,2025-09-09,405
1018,Deal_1018,Lost,3053839,27,2025-02-07,402
1019,Deal_1019,Negotiation,1895175,73,2025-04-05,267
1020,Deal_1020,Prospecting,1386896,72,2025-08-01,279
1021,Deal_1021,Lost,821295,22,2025-06-28,114
1022,Deal_1022,Proposal,2827187,61,2025-07-04,151
1023,Deal_1023,Proposal,4500147,79,2025-09-01,288
1024,Deal_1024,Prospecting,2952519,47,2025-08-17,124
1025,Deal_1025,Lost,2095370,39,2025-01-21,350
1026,Deal_1026,Negotiation,1001050,64,2025-07-17,132
1027,Deal_1027,Lost,2422541,33,2025-01-13,467
1028,Deal_1028,Lost,3195376,36,2025-09-21,412
1029,Deal_1029,Lost,4133613,24,2025-01-23,152
1030,Deal_1030,Proposal,4360861,60,2025-02-12,486
1031,Deal_1031,Prospecting,4562859,50,2025-10-01,4
1032,Deal_1032,Prospecting,1838242,53,2025-12-17,218
1033,Deal_1033,Prospecting,4561009,53,2025-12-26,450
1034,Deal_1034,Won,654990,100,2025-12-18,79
1035,Deal_1035,Prospecting,2832630,69,2025-01-20,45
1036,Deal_1036,Prospecting,1543106,43,2025-05-09,286
1037,Deal_1037,Prospecting,1959629,76,2025-05-13,209
1038,Deal_1038,Won,3442755,94,2025-08-10,162
1039,Deal_1039,Prospecting,1042420,64,2025-10-01,4
1040,Deal_1040,Lost,4962436,12,2025-01-24,359
1041,Deal_1041,Prospecting,4268102,62,2025-02-24,149
1042,Deal_1042,Negotiation,775658,78,2025-05-25,392
1043,Deal_1043,Won,3364450,92,2025-12-05,16
1044,Deal_1044,Won,4525051,85,2025-04-23,70
1045,Deal_1045,Won,2524458,97,2025-11-21,74
1046,Deal_1046,Negotiation,143534,63,2025-10-11,448
1047,Deal_1047,Lost,1083771,14,2025-01-22,3
1048,Deal_1048,Lost,3355796,29,2025-10-03,281
1049,Deal_1049,Prospecting,1812051,59,2025-06-26,109
1050,Deal_1050,Won,4349603,100,2025-03-14,83
1051,Deal_1051,Proposal,2170151,54,2025-04-10,59
1052,Deal_1052,Proposal,506242,76,2025-10-09,237
1053,Deal_1053,Lost,2488171,12,2025-12-10,35
1054,Deal_1054,Negotiation,1706058,46,2025-10-25,250
1055,Deal_1055,Negotiation,1125546,62,2025-12-10,336
1056,Deal_1056,Proposal,2441903,46,2025-11-14,36
1057,Deal_1057,Proposal,4125699,60,2025-08-19,169
1058,Deal_1058,Lost,2614191,31,2025-12-22,300
1059,Deal_1059,Proposal,4805182,76,2025-07-06,414
1060,Deal_1060,Negotiation,1464650,67,2025-01-03,161
1061,Deal_1061,Proposal,3708473,54,2025-05-22,431
1062,Deal_1062,Negotiation,2831351,48,2025-09-03,237
1063,Deal_1063,Won,2612483,91,2025-09-07,283
1064,Deal_1064,Prospecting,737645,51,2025-05-24,440
1065,Deal_1065,Proposal,1697790,74,2025-05-15,376
1066,Deal_1066,Prospecting,206282,44,2025-09-17,324
1067,Deal_1067,Prospecting,4906171,77,2025-07-27,394
1068,Deal_1068,Lost,357495,16,2025-10-10,134
1069,Deal_1069,Lost,4577139,38,2025-08-30,335
1070,Deal_1070,Proposal,3342514,63,2025-04-25,457
1071,Deal_1071,Lost,2491077,33,2025-03-10,238
1072,Deal_1072,Lost,809622,26,2025-07-23,187
1073,Deal_1073,Lost,2053877,10,2025-11-11,351
1074,Deal_1074,Proposal,1227514,72,2025-08-17,82
1075,Deal_1075,Proposal,4796379,76,2025-12-04,447
1076,Deal_1076,Proposal,3059795,70,2025-01-21,113
1077,Deal_1077,Won,577317,87,2025-05-16,190
1078,Deal_1078,Proposal,1784546,42,2025-09-23,465
1079,Deal_1079,Negotiation,3989912,64,2025-08-21,452
1080,Deal_1080,Prospecting,2768505,42,2025-02-22,361
1081,Deal_1081,Lost,2344244,30,2025-05-15,297
1082,Deal_1082,Lost,1508357,28,2025-07-12,335
1083,Deal_1083,Won,4979807,91,2025-12-01,460
1084,Deal_1084,Prospecting,2160459,73,2025-07-12,499
1085,Deal_1085,Proposal,3454451,73,2025-06-30,419
1086,Deal_1086,Negotiation,4094232,71,2025-11-06,4
1087,Deal_1087,Lost,1215750,38,2025-08-14,85
1088,Deal_1088,Proposal,4366285,44,2025-11-26,144
1089,Deal_1089,Proposal,1617878,49,2025-03-22,186
1090,Deal_1090,Lost,1042625,32,2025-12-05,118
1091,Deal_1091,Won,1000753,90,2025-09-04,346
1092,Deal_1092,Won,1817512,95,2025-10-30,83
1093,Deal_1093,Won,2094054,80,2025-01-23,66
1094,Deal_1094,Lost,1401649,28,2025-03-10,323
1095,Deal_1095,Lost,4850542,11,2025-03-17,29
1096,Deal_1096,Proposal,1560264,56,2025-09-22,491
1097,Deal_1097,Won,4777858,99,2025-11-23,10
1098,Deal_1098,Negotiation,1866917,45,2025-08-18,311
1099,Deal_1099,Won,1480817,95,2025-04-23,426
1100,Deal_1100,Won,1247156,99,2025-10-26,421
1101,Deal_1101,Proposal,4334942,79,2025-05-16,86
1102,Deal_1102,Negotiation,627496,69,2025-04-28,194
1103,Deal_1103,Won,960752,84,2025-01-09,104
1104,Deal_1104,Lost,4280874,37,2025-12-17,215
1105,Deal_1105,Proposal,857811,78,2025-04-01,244
1106,Deal_1106,Lost,377462,29,2025-09-30,258
1107,Deal_1107,Prospecting,4095330,45,2025-12-04,67
1108,Deal_1108,Lost,60068,27,2025-12-14,333
1109,Deal_1109,Won,3578953,96,2025-07-09,448
1110,Deal_1110,Prospecting,3648345,73,2025-04-28,481
1111,Deal_1111,Won,2990356,92,2025-10-29,412
1112,Deal_1112,Lost,3619263,13,2025-03-10,131
1113,Deal_1113,Won,753112,87,2025-05-26,307
1114,Deal_1114,Lost,2212624,23,2025-04-07,3
1115,Deal_1115,Prospecting,4433388,76,2025-03-02,267
1116,Deal_1116,Prospecting,1773176,64,2025-12-19,412
1117,Deal_1117,Negotiation,3088939,66,2025-02-24,80
1118,Deal_1118,Won,4960441,100,2025-05-10,134
1119,Deal_1119,Lost,4786797,23,2025-07-07,314
1120,Deal_1120,Negotiation,1758706,65,2025-07-31,283
1121,Deal_1121,Lost,1549208,25,2025-07-09,287
1122,Deal_1122,Lost,2178841,25,2025-06-07,296
1123,Deal_1123,Negotiation,1208202,65,2025-12-04,61
1124,Deal_1124,Proposal,1407235,68,2025-02-21,110
1125,Deal_1125,Lost,2889022,22,2025-10-09,315
1126,Deal_1126,Prospecting,3314038,50,2025-11-22,3
1127,Deal_1127,Prospecting,4006643,49,2025-11-04,223
1128,Deal_1128,Prospecting,2256975,44,2025-04-24,190
1129,Deal_1129,Prospecting,366714,78,2025-07-16,477
1130,Deal_1130,Won,4420511,99,2025-05-27,365
1131,Deal_1131,Lost,1520280,11,2025-11-24,254
1132,Deal_1132,Won,1742042,80,2025-12-03,477
1133,Deal_1133,Lost,1683652,19,2025-01-18,402
1134,Deal_1134,Lost,4376958,26,2025-12-24,119
1135,Deal_1135,Lost,352502,15,2025-07-04,123
1136,Deal_1136,Prospecting,778490,50,2025-05-22,400
1137,Deal_1137,Won,3364700,91,2025-07-27,301
1138,Deal_1138,Proposal,178903,73,2025-12-27,36
1139,Deal_1139,Prospecting,2436506,75,2025-10-14,469
1140,Deal_1140,Lost,2964832,21,2025-05-22,116
1141,Deal_1141,Lost,1681795,40,2025-08-21,477
1142,Deal_1142,Won,89019,98,2025-05-14,90
1143,Deal_1143,Won,943092,96,2025-10-14,38
1144,Deal_1144,Lost,2901840,19,2025-03-01,412
1145,Deal_1145,Lost,2211688,40,2025-10-03,417
1146,Deal_1146,Lost,3764212,18,2025-07-13,289
1147,Deal_1147,Won,2899280,87,2025-08-23,349
1148,Deal_1148,Won,279434,98,2025-09-04,60
1149,Deal_1149,Negotiation,3260095,44,2025-11-21,404
1150,Deal_1150,Proposal,2698541,54,2025-07-31,490
1151,Deal_1151,Negotiation,4543373,73,2025-01-05,359
1152,Deal_1152,Negotiation,2459959,55,2025-02-17,205
1153,Deal_1153,Negotiation,4701915,44,2025-04-02,244
1154,Deal_1154,Negotiation,1883465,62,2025-10-21,138
1155,Deal_1155,Proposal,4235909,52,2025-04-13,121
1156,Deal_1156,Proposal,1784584,56,2025-04-28,104
1157,Deal_1157,Proposal,3036574,79,2025-03-21,399
1158,Deal_1158,Prospecting,708401,47,2025-12-13,490
1159,Deal_1159,Won,105563,99,2025-10-05,491
1160,Deal_1160,Prospecting,3163822,70,2025-11-14,162
1161,Deal_1161,Won,2354627,98,2025-09-09,94
1162,Deal_1162,Lost,3387655,18,2025-04-24,385
1163,Deal_1163,Lost,504227,14,2025-09-27,410
1164,Deal_1164,Won,4586290,95,2025-01-17,258
1165,Deal_1165,Negotiation,1516331,65,2025-08-23,500
1166,Deal_1166,Prospecting,3909351,73,2025-06-11,353
1167,Deal_1167,Prospecting,1817919,40,2025-07-14,298
1168,Deal_1168,Prospecting,3083340,60,2025-11-10,442
1169,Deal_1169,Negotiation,4651683,51,2025-05-15,122
1170,Deal_1170,Negotiation,2928101,70,2025-07-07,95
1171,Deal_1171,Won,1816074,93,2025-08-03,359
1172,Deal_1172,Negotiation,3410414,63,2025-05-24,231
1173,Deal_1173,Proposal,1150075,76,2025-10-22,352
1174,Deal_1174,Proposal,2314497,46,2025-05-01,285
1175,Deal_1175,Won,1694697,92,2025-03-16,410
1176,Deal_1176,Proposal,131724,70,2025-04-01,216
1177,Deal_1177,Won,4386968,84,2025-10-01,369
1178,Deal_1178,Negotiation,2566869,71,2025-05-09,288
1179,Deal_1179,Lost,3392037,11,2025-02-20,354
1180,Deal_1180,Proposal,1857470,43,2025-05-11,244
1181,Deal_1181,Prospecting,2857302,68,2025-05-14,185
1182,Deal_1182,Negotiation,4726577,75,2025-05-12,177
1183,Deal_1183,Prospecting,1067013,66,2025-06-29,445
1184,Deal_1184,Lost,4889000,16,2025-10-22,333
1185,Deal_1185,Lost,2437471,15,2025-07-01,167
1186,Deal_1186,Lost,3799121,25,2025-02-10,196
1187,Deal_1187,Lost,3940234,19,2025-11-20,490
1188,Deal_1188,Proposal,2880218,50,2025-08-04,324
1189,Deal_1189,Lost,3445479,28,2025-02-06,41
1190,Deal_1190,Proposal,1964430,61,2025-06-10,163
1191,Deal_1191,Negotiation,3367319,57,2025-05-19,455
1192,Deal_1192,Won,4973439,91,2025-09-24,495
1193,Deal_1193,Won,1453566,93,2025-04-05,438
1194,Deal_1194,Prospecting,2018195,48,2025-12-05,129
1195,Deal_1195,Prospecting,1450146,53,2025-07-23,53
1196,Deal_1196,Prospecting,4019370,44,2025-10-08,28
1197,Deal_1197,Prospecting,4445486,65,2025-02-12,54
1198,Deal_1198,Negotiation,1352535,79,2025-02-13,336
1199,Deal_1199,Won,1973977,89,2025-05-07,378
1200,Deal_1200,Negotiation,1110418,68,2025-03-09,270
1201,Deal_1201,Proposal,344901,41,2025-12-06,183
1202,Deal_1202,Negotiation,3969102,70,2025-10-04,479
1203,Deal_1203,Negotiation,3781629,75,2025-03-11,497
1204,Deal_1204,Lost,3879763,15,2025-11-20,384
1205,Deal_1205,Lost,4441099,23,2025-11-24,328
1206,Deal_1206,Lost,2962258,19,2025-09-04,277
1207,Deal_1207,Proposal,3756592,45,2025-06-07,188
1208,Deal_1208,Won,1356253,88,2025-06-05,6
1209,Deal_1209,Prospecting,1193371,73,2025-06-26,147
1210,Deal_1210,Won,119768,97,2025-12-19,473
1211,Deal_1211,Won,2563315,95,2025-01-05,393
1212,Deal_1212,Won,1989575,89,2025-01-04,281
1213,Deal_1213,Negotiation,3503890,52,2025-10-15,224
1214,Deal_1214,Won,1419603,87,2025-11-27,200
1215,Deal_1215,Won,2256038,87,2025-02-10,217
1216,Deal_1216,Proposal,2330569,73,2025-05-26,333
1217,Deal_1217,Lost,2305042,35,2025-07-31,97
1218,Deal_1218,Prospecting,1196085,51,2025-05-29,57
1219,Deal_1219,Won,3848086,99,2025-05-20,359
1220,Deal_1220,Lost,1625292,25,2025-06-14,10
1221,Deal_1221,Proposal,4537659,43,2025-01-12,96
1222,Deal_1222,Prospecting,2308172,58,2025-03-06,367
1223,Deal_1223,Won,2002956,80,2025-02-16,78
1224,Deal_1224,Prospecting,1871905,71,2025-06-25,216
1225,Deal_1225,Negotiation,3165504,71,2025-08-26,357
1226,Deal_1226,Prospecting,722960,61,2025-03-16,29
1227,Deal_1227,Negotiation,648818,65,2025-10-06,241
1228,Deal_1228,Proposal,2147818,52,2025-07-15,425
1229,Deal_1229,Prospecting,2138447,47,2025-07-17,395
1230,Deal_1230,Won,331104,87,2025-04-12,236
1231,Deal_1231,Prospecting,1798581,73,2025-08-31,200
1232,Deal_1232,Negotiation,1380529,60,2025-11-19,373
1233,Deal_1233,Prospecting,4419846,75,2025-03-04,130
1234,Deal_1234,Won,2556625,100,2025-04-12,185
1235,Deal_1235,Prospecting,997312,53,2025-05-01,325
1236,Deal_1236,Won,176397,90,2025-03-27,407
1237,Deal_1237,Negotiation,1053693,77,2025-07-22,405
1238,Deal_1238,Proposal,402265,40,2025-10-25,402
1239,Deal_1239,Won,1350166,99,2025-07-10,395
1240,Deal_1240,Prospecting,1372870,55,2025-09-13,47
1241,Deal_1241,Lost,553755,20,2025-01-31,183
1242,Deal_1242,Proposal,950866,74,2025-03-06,250
1243,Deal_1243,Proposal,4733782,60,2025-11-27,388
1244,Deal_1244,Negotiation,1668710,68,2025-01-11,353
1245,Deal_1245,Won,1180215,91,2025-05-09,461
1246,Deal_1246,Prospecting,3720016,71,2025-10-14,151
1247,Deal_1247,Lost,4161189,32,2025-04-08,291
1248,Deal_1248,Proposal,2966422,74,2025-06-15,375
1249,Deal_1249,Won,4701653,88,2025-03-24,36
1250,Deal_1250,Lost,3819707,14,2025-06-01,420
1251,Deal_1251,Negotiation,3129564,74,2025-08-21,1
1252,Deal_1252,Lost,1606374,22,2025-01-10,318
1253,Deal_1253,Negotiation,2053086,79,2025-06-14,370
1254,Deal_1254,Prospecting,3300508,74,2025-04-08,269
1255,Deal_1255,Won,1342948,97,2025-11-10,145
1256,Deal_1256,Negotiation,2751333,66,2025-02-26,50
1257,Deal_1257,Lost,609351,31,2025-01-23,428
1258,Deal_1258,Proposal,312343,51,2025-04-14,55
1259,Deal_1259,Won,878405,86,2025-01-17,293
1260,Deal_1260,Won,4460909,95,2025-11-16,360
1261,Deal_1261,Lost,461760,18,2025-07-07,114
1262,Deal_1262,Lost,644533,32,2025-01-07,477
1263,Deal_1263,Proposal,720726,71,2025-08-28,411
1264,Deal_1264,Prospecting,4731010,63,2025-08-01,421
1265,Deal_1265,Negotiation,2279823,43,2025-09-28,21
1266,Deal_1266,Prospecting,703769,59,2025-04-21,492
1267,Deal_1267,Lost,899137,13,2025-04-29,273
1268,Deal_1268,Won,1670003,86,2025-09-27,337
1269,Deal_1269,Proposal,1550704,76,2025-10-13,384
1270,Deal_1270,Lost,935117,23,2025-11-23,296
1271,Deal_1271,Negotiation,3632564,69,2025-02-23,86
1272,Deal_1272,Proposal,3418505,75,2025-09-16,173
1273,Deal_1273,Proposal,3766255,74,2025-06-30,463
1274,Deal_1274,Negotiation,2773396,75,2025-07-10,212
1275,Deal_1275,Won,2069327,90,2025-10-16,280
1276,Deal_1276,Proposal,4665736,64,2025-05-11,185
1277,Deal_1277,Won,3381037,94,2025-01-01,372
1278,Deal_1278,Prospecting,186754,58,2025-09-23,70
1279,Deal_1279,Negotiation,2569383,40,2025-04-24,110
1280,Deal_1280,Negotiation,2364896,41,2025-10-11,262
1281,Deal_1281,Lost,4845027,28,2025-03-21,49
1282,Deal_1282,Prospecting,3033456,69,2025-03-21,71
1283,Deal_1283,Negotiation,4933476,63,2025-05-08,120
1284,Deal_1284,Negotiation,820956,59,2025-10-20,205
1285,Deal_1285,Lost,1873996,39,2025-02-09,371
1286,Deal_1286,Negotiation,1500411,70,2025-09-07,423
1287,Deal_1287,Lost,849971,36,2025-11-01,329
1288,Deal_1288,Negotiation,4884218,42,2025-07-15,41
1289,Deal_1289,Prospecting,2968650,61,2025-08-11,214
1290,Deal_1290,Prospecting,145918,54,2025-11-21,399
1291,Deal_1291,Won,2606708,81,2025-09-26,22
1292,Deal_1292,Negotiation,4788832,74,2025-03-18,168
1293,Deal_1293,Lost,1902180,32,2025-03-20,26
1294,Deal_1294,Won,4875587,94,2025-09-16,47
1295,Deal_1295,Proposal,2480876,67,2025-07-21,76
1296,Deal_1296,Proposal,742438,61,2025-09-01,293
1297,Deal_1297,Prospecting,3398659,75,2025-05-15,44
1298,Deal_1298,Won,3694775,96,2025-12-24,67
1299,Deal_1299,Proposal,4741716,70,2025-04-12,250
1300,Deal_1300,Won,4842669,100,2025-04-11,288
1301,Deal_1301,Lost,4447709,33,2025-05-07,125
1302,Deal_1302,Prospecting,3657652,57,2025-06-15,351
1303,Deal_1303,Lost,993968,12,2025-12-10,212
1304,Deal_1304,Won,2971818,91,2025-04-08,165
1305,Deal_1305,Negotiation,253061,78,2025-06-06,87
1306,Deal_1306,Negotiation,3759527,79,2025-11-16,75
1307,Deal_1307,Won,2008652,81,2025-04-13,351
1308,Deal_1308,Negotiation,769863,49,2025-02-27,379
1309,Deal_1309,Prospecting,1288805,55,2025-05-28,8
1310,Deal_1310,Negotiation,2609515,47,2025-08-19,242
1311,Deal_1311,Prospecting,1803299,61,2025-10-03,109
1312,Deal_1312,Proposal,4439472,74,2025-05-13,281
1313,Deal_1313,Won,1235708,99,2025-12-22,358
1314,Deal_1314,Prospecting,4940599,64,2025-12-06,270
1315,Deal_1315,Prospecting,1478744,56,2025-01-31,146
1316,Deal_1316,Proposal,2325673,79,2025-01-28,239
1317,Deal_1317,Prospecting,3310191,44,2025-12-05,139
1318,Deal_1318,Negotiation,210040,46,2025-05-30,445
1319,Deal_1319,Won,3243553,87,2025-09-18,364
1320,Deal_1320,Prospecting,4115640,60,2025-11-02,273
1321,Deal_1321,Prospecting,1718286,51,2025-09-14,495
1322,Deal_1322,Won,230258,97,2025-01-21,127
1323,Deal_1323,Lost,2848184,19,2025-09-08,202
1324,Deal_1324,Proposal,2959000,41,2025-12-17,181
1325,Deal_1325,Negotiation,2586096,80,2025-05-01,257
1326,Deal_1326,Negotiation,2211571,43,2025-07-18,456
1327,Deal_1327,Prospecting,2400436,75,2025-04-26,78
1328,Deal_1328,Negotiation,1201426,65,2025-02-14,374
1329,Deal_1329,Won,1957804,96,2025-08-02,124
1330,Deal_1330,Lost,3627447,14,2025-06-09,466
1331,Deal_1331,Lost,3817904,20,2025-10-05,68
1332,Deal_1332,Proposal,4924038,48,2025-10-05,351
1333,Deal_1333,Proposal,2642066,48,2025-12-19,362
1334,Deal_1334,Lost,1184580,39,2025-08-09,466
1335,Deal_1335,Proposal,1375802,76,2025-06-12,35
1336,Deal_1336,Lost,1043104,27,2025-04-05,163
1337,Deal_1337,Proposal,2723344,41,2025-07-31,493
1338,Deal_1338,Won,3766190,89,2025-11-23,478
1339,Deal_1339,Negotiation,1626501,49,2025-02-24,68
1340,Deal_1340,Proposal,2288605,41,2025-11-07,291
1341,Deal_1341,Lost,1997688,17,2025-04-29,352
1342,Deal_1342,Prospecting,716688,62,2025-12-19,400
1343,Deal_1343,Won,4263804,84,2025-11-06,241
1344,Deal_1344,Negotiation,3300252,51,2025-09-09,243
1345,Deal_1345,Proposal,1671180,50,2025-04-26,17
1346,Deal_1346,Won,2313738,80,2025-07-31,114
1347,Deal_1347,Proposal,604791,53,2025-04-01,475
1348,Deal_1348,Won,4159938,99,2025-12-19,167
1349,Deal_1349,Won,3636597,87,2025-07-27,398
1350,Deal_1350,Prospecting,3240809,78,2025-06-10,202
1351,Deal_1351,Lost,4847733,40,2025-11-01,275
1352,Deal_1352,Lost,373061,30,2025-09-24,56
1353,Deal_1353,Won,405810,94,2025-05-06,266
1354,Deal_1354,Lost,379266,22,2025-10-13,199
1355,Deal_1355,Lost,463520,34,2025-04-08,150
1356,Deal_1356,Won,2604785,92,2025-05-27,237
1357,Deal_1357,Proposal,2519771,67,2025-11-10,471
1358,Deal_1358,Prospecting,1243192,73,2025-08-26,425
1359,Deal_1359,Won,4249821,82,2025-02-27,93
1360,Deal_1360,Lost,4633595,40,2025-03-11,202
1361,Deal_1361,Won,3832304,90,2025-01-13,92
1362,Deal_1362,Won,1743928,98,2025-08-21,47
1363,Deal_1363,Negotiation,1425681,60,2025-03-05,47
1364,Deal_1364,Prospecting,3094589,68,2025-02-13,269
1365,Deal_1365,Won,1391335,96,2025-07-13,282
1366,Deal_1366,Won,1483487,81,2025-06-21,290
1367,Deal_1367,Proposal,1263054,50,2025-04-02,394
1368,Deal_1368,Prospecting,2634213,66,2025-06-08,374
1369,Deal_1369,Won,1565788,89,2025-03-02,461
1370,Deal_1370,Proposal,79636,52,2025-11-15,392
1371,Deal_1371,Negotiation,3897373,40,2025-09-12,438
1372,Deal_1372,Won,98239,97,2025-11-08,452
1373,Deal_1373,Won,1869269,87,2025-10-29,338
1374,Deal_1374,Won,3490599,94,2025-08-15,41
1375,Deal_1375,Lost,105138,29,2025-05-06,452
1376,Deal_1376,Lost,4727057,18,2025-04-17,26
1377,Deal_1377,Proposal,511909,49,2025-12-01,179
1378,Deal_1378,Prospecting,322060,49,2025-12-08,296
1379,Deal_1379,Lost,2827561,19,2025-02-14,26
1380,Deal_1380,Prospecting,1545255,66,2025-03-24,345
1381,Deal_1381,Negotiation,4850654,79,2025-10-15,91
1382,Deal_1382,Won,3071481,98,2025-01-19,48
1383,Deal_1383,Negotiation,3141784,60,2025-07-14,420
1384,Deal_1384,Prospecting,4667686,67,2025-02-03,150
1385,Deal_1385,Won,1073605,84,2025-12-22,441
1386,Deal_1386,Negotiation,4471238,61,2025-07-31,269
1387,Deal_1387,Proposal,538087,53,2025-02-25,293
1388,Deal_1388,Lost,4107259,12,2025-12-19,310
1389,Deal_1389,Negotiation,2704898,67,2025-05-13,270
1390,Deal_1390,Lost,3018336,29,2025-03-08,315
1391,Deal_1391,Lost,4409608,25,2025-11-20,255
1392,Deal_1392,Won,2002210,85,2025-12-29,149
1393,Deal_1393,Proposal,1041593,40,2025-01-13,239
1394,Deal_1394,Prospecting,3528186,53,2025-07-31,24
1395,Deal_1395,Negotiation,4751105,62,2025-11-23,109
1396,Deal_1396,Prospecting,1737680,80,2025-12-20,145
1397,Deal_1397,Negotiation,2631783,44,2025-06-03,260
1398,Deal_1398,Lost,101432,20,2025-02-28,352
1399,Deal_1399,Negotiation,3372302,61,2025-10-19,316
1400,Deal_1400,Prospecting,1677520,51,2025-06-19,427
1401,Deal_1401,Negotiation,4030398,70,2025-01-19,331
1402,Deal_1402,Proposal,1353474,70,2025-11-18,236
1403,Deal_1403,Lost,2861103,38,2025-08-25,402
1404,Deal_1404,Won,4421079,81,2025-06-03,290
1405,Deal_1405,Negotiation,4545333,75,2025-01-10,107
1406,Deal_1406,Lost,2832663,31,2025-07-01,34
1407,Deal_1407,Proposal,311499,57,2025-06-23,193
1408,Deal_1408,Lost,1442252,36,2025-10-20,311
1409,Deal_1409,Won,1030163,85,2025-06-07,362
1410,Deal_1410,Negotiation,2327485,42,2025-07-31,45
1411,Deal_1411,Won,3167068,87,2025-08-20,425
1412,Deal_1412,Negotiation,4454861,53,2025-06-04,90
1413,Deal_1413,Prospecting,363692,63,2025-04-14,468
1414,Deal_1414,Prospecting,4294591,68,2025-01-13,410
1415,Deal_1415,Won,1342498,96,2025-04-08,175
1416,Deal_1416,Won,2653477,96,2025-06-17,74
1417,Deal_1417,Prospecting,1163312,73,2025-04-16,371
1418,Deal_1418,Prospecting,3301325,69,2026-01-01,443
1419,Deal_1419,Lost,84476,13,2025-06-09,478
1420,Deal_1420,Prospecting,780445,78,2025-06-20,240
1421,Deal_1421,Prospecting,4416922,46,2025-12-04,382
1422,Deal_1422,Negotiation,4894923,41,2025-06-09,328
1423,Deal_1423,Proposal,1732381,60,2025-04-09,147
1424,Deal_1424,Negotiation,2727222,74,2025-08-14,344
1425,Deal_1425,Prospecting,1302593,57,2025-03-22,141
1426,Deal_1426,Prospecting,4744481,40,2025-09-21,53
1427,Deal_1427,Proposal,2988681,74,2025-10-09,164
1428,Deal_1428,Negotiation,2426221,49,2025-10-21,126
1429,Deal_1429,Proposal,2662024,44,2025-11-10,457
1430,Deal_1430,Negotiation,3771586,74,2025-01-26,67
1431,Deal_1431,Prospecting,473255,70,2025-02-24,197
1432,Deal_1432,Prospecting,3627453,45,2025-07-20,92
1433,Deal_1433,Lost,3789945,38,2025-11-12,183
1434,Deal_1434,Negotiation,1712178,61,2026-01-01,389
1435,Deal_1435,Lost,3956535,12,2025-10-18,68
1436,Deal_1436,Prospecting,865901,69,2025-08-22,159
1437,Deal_1437,Won,1993591,95,2025-04-25,74
1438,Deal_1438,Lost,3098834,18,2025-07-20,94
1439,Deal_1439,Negotiation,3852413,60,2025-09-07,16
1440,Deal_1440,Prospecting,996965,70,2025-06-29,246
1441,Deal_1441,Won,2417746,85,2025-06-28,310
1442,Deal_1442,Lost,4310990,14,2025-02-22,208
1443,Deal_1443,Prospecting,4715323,60,2025-11-29,37
1444,Deal_1444,Negotiation,3916937,74,2025-07-25,303
1445,Deal_1445,Won,2094228,87,2025-10-08,82
1446,Deal_1446,Won,604150,92,2025-06-24,107
1447,Deal_1447,Lost,3702011,23,2025-10-18,404
1448,Deal_1448,Negotiation,2031006,74,2025-03-30,340
1449,Deal_1449,Prospecting,4132150,76,2025-02-28,304
1450,Deal_1450,Lost,2779469,24,2025-10-12,50
1451,Deal_1451,Won,2633990,85,2025-07-27,36
1452,Deal_1452,Lost,3228535,13,2025-06-17,254
1453,Deal_1453,Prospecting,1875459,45,2025-03-13,455
1454,Deal_1454,Lost,51546,38,2025-03-17,339
1455,Deal_1455,Proposal,4506496,68,2025-05-30,200
1456,Deal_1456,Lost,3801048,28,2025-04-11,106
1457,Deal_1457,Negotiation,4833825,59,2025-12-14,156
1458,Deal_1458,Won,798997,91,2025-10-26,5
1459,Deal_1459,Lost,3440653,26,2025-03-07,437
1460,Deal_1460,Negotiation,3147266,43,2025-10-09,496
1461,Deal_1461,Prospecting,4747874,40,2025-07-03,57
1462,Deal_1462,Negotiation,2023345,41,2025-08-10,360
1463,Deal_1463,Lost,2718645,22,2025-12-31,196
1464,Deal_1464,Won,3700638,92,2025-10-07,109
1465,Deal_1465,Proposal,1216594,70,2025-04-07,285
1466,Deal_1466,Won,3550025,91,2025-03-20,148
1467,Deal_1467,Proposal,147330,48,2025-02-06,332
1468,Deal_1468,Prospecting,4132746,49,2025-12-03,224
1469,Deal_1469,Proposal,1201087,45,2025-11-25,413
1470,Deal_1470,Won,3621065,94,2025-11-16,93
1471,Deal_1471,Won,3607815,96,2025-10-10,420
1472,Deal_1472,Won,3030533,92,2025-04-26,96
1473,Deal_1473,Won,112327,99,2025-10-23,256
1474,Deal_1474,Proposal,2308636,72,2025-07-30,475
1475,Deal_1475,Lost,3128367,28,2025-01-18,20
1476,Deal_1476,Lost,3141861,25,2025-02-27,298
1477,Deal_1477,Won,1241916,82,2025-09-27,440
1478,Deal_1478,Negotiation,4386487,69,2025-02-10,268
1479,Deal_1479,Lost,2107149,12,2025-08-30,323
1480,Deal_1480,Prospecting,4573114,80,2025-10-24,160
1481,Deal_1481,Lost,2931874,11,2025-10-01,399
1482,Deal_1482,Prospecting,3858719,70,2025-09-20,464
